col0,col1,col2,col3,col4,col5,col6,col7
Pottawatomie County,Pottawatomie County,1857-02-20,Pottawatomie County,22691,Westmoreland,Potawatomi,Kansas
Morton County,Morton County,1886-02-20,Morton County,3143,Elkhart,Oliver P. Morton,Kansas
Stanton County,Stanton County,1887-06-17,Stanton County,2194,Johnson City,Edwin M. Stanton,Kansas
Greeley County,Greeley County,1873-03-20,Greeley County,1290,Tribune,Horace Greeley,Kansas
Seward County,Seward County,1873-03-20,Seward County,23390,Liberal,William H. Seward,Kansas
Hamilton County,Hamilton County,1873-03-20,Hamilton County,2609,Syracuse,Alexander Hamilton,Kansas
Comanche County,Comanche County,1867-02-26,Comanche County,1955,Coldwater,Comanche,Kansas
Cherokee County,Cherokee County,1855-08-30,Cherokee County,20978,Columbus,Cherokee,Kansas
Jackson County,Jackson County,1859-02-11,Jackson County,13366,Holton,Andrew Jackson,Kansas
Lincoln County,Lincoln County,1867-02-26,Lincoln County,3147,Lincoln Center,Abraham Lincoln,Kansas
Wilson County,Wilson County,1865-01-01,Wilson County,9105,Fredonia,Hiero T. Wilson,Kansas
Ford County,Ford County,1873-03-06,Ford County,34819,Dodge City,James Hobart Ford,Kansas
Phillips County,Phillips County,1867-02-26,Phillips County,5540,Phillipsburg,William A. Phillips,Kansas
Wichita County,Wichita County,1873-03-06,Wichita County,2192,Leoti,Wichita people,Kansas
