col0,col1,col2,col3,col4,col5
Komuna e Barbullushit,administrative region,Albania,Shkodër County,6,UTC+01:00
Komuna e Balldushkut,administrative region,Albania,Tirana County,265,UTC+01:00
Komuna e Armenit,administrative region,Albania,Vlorë County,83,UTC+01:00
Komuna e Pultit,administrative region,Albania,Shkodër County,465,UTC+01:00
Komuna e Temalit,administrative region,Albania,Shkodër County,760,UTC+01:00
Bashkia e Vau i Dejes,administrative region,Albania,Shkodër County,103,UTC+01:00
Komuna e Rrapes,administrative region,Albania,Shkodër County,617,UTC+01:00
Komuna e Kolcit,administrative region,Albania,Lezhë County,276,UTC+01:00
Komuna e Shenkollit,administrative region,Albania,Lezhë County,1,UTC+01:00
Komuna e Koder Thumanes,administrative region,Albania,Durrës County,5,UTC+01:00
Komuna e Xhafzotajt,administrative region,Albania,Durrës County,18,UTC+01:00
Komuna e Berxullit,administrative region,Albania,Tirana County,42,UTC+01:00
Komuna e Paskuqanit,administrative region,Albania,Tirana County,101,UTC+01:00
Komuna e Novoselës,administrative region,Albania,Vlorë County,1,UTC+01:00
