col0,col1,col2,col3
"Standerdmolen, Sint Annaland",Netherlands,Sint-Annaland,post mill
Dye Sprancke,Netherlands,Sprang-Capelle,post mill
Zuid-Abdijmolen,Belgium,Koksijde-Bad,post mill
Sint Hubertusmolen,Netherlands,Beek,post mill
Tot Voordeel en Genoegen,Netherlands,Alphen,post mill
Sint Willibrordus,Netherlands,Bakel,post mill
Den Evert,Netherlands,Someren,post mill
Heimolen,Netherlands,Leende,post mill
"De Oostenwind, Asten",Netherlands,Asten,post mill
"De Neije Kreiter, Volkel",Netherlands,Volkel,post mill
Aurora,Netherlands,Baexem,post mill
Standerdmolen Mierlo,Netherlands,Mierlo,post mill
