col0,col1,col2,col3,col4
Hercule Poirot,television character,Agatha Christie's fictional universe,French,male
James Gordon,television character,DC Universe,English,male
Batman,animated character,DC animated universe,English,male
Space Ranger,animated character,DC Universe,English,male
Batman,animated character,DC Universe,English,male
Batman,animated character,DC Universe,English,male
Question,animated character,DC Universe,English,male
Jason Todd,animated character,DC Universe,English,male
Barbara Gordon,animated character,DC Universe,English,female
James Gordon,animated character,DC Universe,English,male
Bruce Wayne,fictional human,Nolanverse,English,male
Batman,fictional human,DC animated universe,English,male
Batwoman,fictional human,DC Universe,English,female
John Blake,fictional human,Nolanverse,English,male
