col0,col1,col2,col3,col4,col5,col6
Logan County,Illinois,Logan County,1839-02-15,1603,county of Illinois,Lincoln
Richland County,Illinois,Richland County,1841-02-24,938,county of Illinois,Olney
Carroll County,Illinois,Carroll County,1839-01-01,1206,county of Illinois,Mount Carroll
Greene County,Illinois,Greene County,1821-01-01,1415,county of Illinois,Carrollton
Shelby County,Illinois,Shelby County,1827-01-01,1989,county of Illinois,Shelbyville
Hancock County,Illinois,Hancock County,1825-01-01,2110,county of Illinois,Carthage
Grundy County,Illinois,Grundy County,1841-02-17,1115,county of Illinois,Morris
Hamilton County,Illinois,Hamilton County,1821-01-01,1129,county of Illinois,McLeansboro
Gallatin County,Illinois,Gallatin County,1812-01-01,851,county of Illinois,Shawneetown
Macon County,Illinois,Macon County,1829-01-01,1516,county of Illinois,Decatur
Wayne County,Illinois,Wayne County,1819-01-01,715,county of Illinois,Fairfield
Pope County,Illinois,Pope County,1816-01-01,970,county of Illinois,Golconda
Kendall County,Illinois,Kendall County,1841-01-01,836,county of Illinois,Yorkville
