col0,col1,col2,col3,col4,col5
K2-18b,-133.142,0,7.58840478072944,Leo,K2-18
Kepler-186e,-4.361,0.24,43.95500719275723,Cygnus,Kepler-186
Kepler-186d,-4.361,0.25,43.95500719275723,Cygnus,Kepler-186
Kepler-186c,-4.361,0.24,43.95500719275723,Cygnus,Kepler-186
Kepler-186b,-4.361,0.24,43.95500719275723,Cygnus,Kepler-186
Kepler-186f,-4.361,0.34,43.95500719275723,Cygnus,Kepler-186
Kepler-33b,-13.083,0,46.00522596378334,Cygnus,Kepler-33
HD 222582 b,-145.401,0.725,-5.98575875407361,Aquarius,HD 222582
HD 80606 b,10.34,0.93366,50.60373192462778,Ursa Major,HD 80606
HD 20782 b,-65.311,0.97,-28.85407222,Fornax,HD 20782
