col0,col1,col2,col3
Back in the U.S.S.R.,musical composition,The Beatles,1968-08-23
I Believe in Father Christmas,song,Greg Lake,1974-01-01
Back in the U.S.S.R.,song,The Beatles,1968-08-23
Danse macabre,symphonic poem,Kevin MacLeod,1874-01-01
Spirit in the Sky,musical composition,Norman Greenbaum,1969-01-01
Danse macabre,musical composition,Kevin MacLeod,1874-01-01
It's Late,musical composition,Queen,1977-01-01
Spirit in the Sky,song,Norman Greenbaum,1969-01-01
It's Late,song,Queen,1977-01-01
Thank God It's Christmas,musical composition,Queen,1984-01-01
Skyfall,song,Adele,2011-01-01
I Will Always Love You,song,Dolly Parton,1973-01-01
Violin Concerto,violin concerto,Louis Krasner,1935-01-01
Crazy Little Thing Called Love,The Game,Queen,1979-01-01
Bohemian Rhapsody,musical composition,Queen,1975-01-01
