col0,col1,col2,col3,col4,col5
Chemnitz,Brockhaus and Efron Encyclopedic Dictionary,298,Ljubljana,Kreishauptmannschaft Chemnitz,221.05
Lübeck,Brockhaus and Efron Encyclopedic Dictionary,13,Szczecin,Free and Hanseatic City of Lübeck,214.21
Chemnitz,Brockhaus and Efron Encyclopedic Dictionary,298,Volgograd,Amtshauptmannschaft Chemnitz,221.05
Hof,Brockhaus and Efron Encyclopedic Dictionary,500,Plauen,Hof,58.03
Kassel,Jewish Encyclopedia of Brockhaus and Efron,175,Florence,Kassel Government Region,106.78
Darmstadt,1911 Encyclopædia Britannica,144,Alkmaar,Darmstadt-Dieburg,122.09
Leipzig,Brockhaus and Efron Encyclopedic Dictionary,113,São Paulo,Leipzig District,297.8
Dresden,Catholic Encyclopedia,112,Silistra,Saxony,328.48
Amberg,Jewish Encyclopedia of Brockhaus and Efron,374,Kranj,Amberg-Sulzbach,5007
Bonn,Great Soviet Encyclopedia (1926–1947),60,La Paz,West Germany,141.06
Stuttgart,Brockhaus and Efron Encyclopedic Dictionary,245,Cairo,Baden-Württemberg,207.33
Bonn,Great Soviet Encyclopedia (1926–1947),60,Yogyakarta,Germany,141.06
