col0,col1,col2,col3,col4,col5,col6,col7
2004 Estonian Badminton Championships,2005 Estonian Badminton Championships,badminton,2004 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,2004-01-01,Estonian Badminton Championships,Tallinn
2003 Estonian Badminton Championships,2004 Estonian Badminton Championships,badminton,2003 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,2003-01-01,Estonian Badminton Championships,Tartu
2001 Estonian Badminton Championships,2002 Estonian Badminton Championships,badminton,2001 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,2001-01-01,Estonian Badminton Championships,Tartu
2002 Estonian Badminton Championships,2003 Estonian Badminton Championships,badminton,2002 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,2002-01-01,Estonian Badminton Championships,Tallinn
1999 Estonian Badminton Championships,2000 Estonian Badminton Championships,badminton,1999 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1999-01-01,Estonian Badminton Championships,Tallinn
1997 Estonian Badminton Championships,1998 Estonian Badminton Championships,badminton,1997 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1997-01-01,Estonian Badminton Championships,Tallinn
1998 Estonian Badminton Championships,1999 Estonian Badminton Championships,badminton,1998 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1998-01-01,Estonian Badminton Championships,Tallinn
1995 Estonian Badminton Championships,1996 Estonian Badminton Championships,badminton,1995 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1995-01-01,Estonian Badminton Championships,Tallinn
1992 Estonian Badminton Championships,1993 Estonian Badminton Championships,badminton,1992 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1992-01-01,Estonian Badminton Championships,Tartu
1993 Estonian Badminton Championships,1994 Estonian Badminton Championships,badminton,1993 Estonian Badminton Championships – Men's doubles,WikiProject Badminton/tournament focus list,1993-01-01,Estonian Badminton Championships,Tallinn
