col0,col1,col2,col3,col4,col5
NGC 3132,planetary nebula,J2000.0,1.1567,-7.693,1835-03-02
NGC 6826,planetary nebula,J2000.0,0.6348,-11.522,1793-09-06
NGC 1535,planetary nebula,J2000.0,0.8232,-1.626,1785-02-01
NGC 5882,planetary nebula,J2000.0,0.5071,-5.868,1834-09-27
NGC 7662,planetary nebula,J2000.0,12.1,-1,1784-10-06
NGC 246,planetary nebula,J2000.0,1.9521,-16.962,1785-11-27
NGC 2371-2,planetary nebula,J2000.0,0.5322,-7.069,1785-03-12
Mz 3,planetary nebula,J2000.0,0.3344,-4.266,1922-01-01
NGC 7026,planetary nebula,J2000.0,0.2175,-3.255,1873-07-06
NGC 6751,planetary nebula,J2000.0,0.0592,-2.995,1863-07-20
NGC 3242,planetary nebula,J2000.0,0.6819,-4.557,1785-02-07
Eskimo Nebula,planetary nebula,J2000.0,0.5004,-1.412,1787-01-17
NGC 6905,planetary nebula,J2000.0,0.3996,-6.938,1784-01-01
NGC 40,planetary nebula,J2000.0,0.5041,-7.249,1788-11-25
Abell 39,planetary nebula,J2000.0,0.989,-7.423,1955-08-01
