col0,col1,col2,col3,col4,col5
Casa Gran del Pont de Cabrianes,masia,1800-01-01,El Pont de Cabrianes,259,Cultural Asset part of the architectural heritage of Catalonia
cal Maristany,masia,2000-01-01,Lavern,200,Cultural Asset of Local Interest
La Sala,masia,1400-01-01,Montseny,746,Bien de Interés Cultural
Can Costa,fortified house,1600-01-01,Sant Dalmai,192,Bien de Interés Cultural
Torre de la Vila,fortified house,1200-01-01,La Coma,1080,Bien de Interés Cultural
Can Xifra,masia,1700-01-01,Sant Dalmai,131,Cultural Asset part of the architectural heritage of Catalonia
Can Valls,masia,1700-01-01,Salitja,127,Cultural Asset part of the architectural heritage of Catalonia
Can Costa,masia,1600-01-01,Sant Dalmai,192,Bien de Interés Cultural
Torre de la Vila,masia,1200-01-01,La Coma,1080,Bien de Interés Cultural
La Sala,masia,1200-01-01,Castelltallat range,576,Bien de Interés Cultural
can Besora,masia,1600-01-01,Sant Martí de Torroella,257,Cultural Asset part of the architectural heritage of Catalonia
can Quintanes,masia,1800-01-01,Cingles de Bertí,429,Cultural Asset of Local Interest
Torre de la Corriu,masia,1300-01-01,La Corriu,1205,Bien de Interés Cultural
can Margarit,masia,1600-01-01,Cingles de Bertí,253,Cultural Asset of Local Interest
Torre Ferrana,fortified house,1600-01-01,Sobrestany,5,Bien de Interés Cultural
