col0,col1,col2,col3,col4,col5,col6,col7
Pond Inlet A,2014-01-01,monthly data interval,61.6,1975-01-01,Meteorological Service of Canada,Canada,Nunavut
Pangnirtung A,2014-01-01,monthly data interval,24.1,1987-01-01,Meteorological Service of Canada,Canada,Nunavut
Nanisivik A,2011-01-01,monthly data interval,641.9,1976-01-01,Meteorological Service of Canada,Canada,Nunavut
Iqaluit A,2014-01-01,monthly data interval,33.5,1946-01-01,Meteorological Service of Canada,Canada,Nunavut
Igloolik A,2015-01-01,monthly data interval,52.74,1984-01-01,Meteorological Service of Canada,Canada,Nunavut
Hall Beach A,2014-01-01,monthly data interval,9.1,1956-01-01,Meteorological Service of Canada,Canada,Nunavut
Gladman Point A,1992-01-01,monthly data interval,14,1955-01-01,Meteorological Service of Canada,Canada,Nunavut
Eureka A,2016-01-01,monthly data interval,10.4,1947-01-01,Meteorological Service of Canada,Canada,Nunavut
Clyde A,2013-01-01,monthly data interval,26.5,1933-01-01,Meteorological Service of Canada,Canada,Nunavut
Cape Dyer A,1994-01-01,monthly data interval,392.6,1959-01-01,Meteorological Service of Canada,Canada,Nunavut
Cape Dorset A,2014-01-01,monthly data interval,48.2,1963-01-01,Meteorological Service of Canada,Canada,Nunavut
Cambridge Bay A,2015-01-01,monthly data interval,31.09,1929-01-01,Meteorological Service of Canada,Canada,Nunavut
Byron Bay A,1994-01-01,monthly data interval,92.1,1955-01-01,Meteorological Service of Canada,Canada,Nunavut
Qikiqtarjuaq A,2016-01-01,monthly data interval,5.5,1988-01-01,Meteorological Service of Canada,Canada,Nunavut
