col0,col1,col2,col3,col4
arrondissement of Tébessa,former administrative territorial entity,1955-01-01,1962-01-01,Batna Department
arrondissement of Tablat,former administrative territorial entity,1957-01-01,1962-01-01,Aumale Department
arrondissement of Souk Ahras,former administrative territorial entity,1955-01-01,1962-01-01,Bône Department
arrondissement of Sidi Aïch,former administrative territorial entity,1957-01-01,1959-01-01,Bougie Department
arrondissement of Sidi Bel Abbès,former administrative territorial entity,1875-01-01,1962-01-01,Oran Department
arrondissement of Sétif,former administrative territorial entity,1858-01-01,1962-01-01,Constantine Department
arrondissement of Saïda,former administrative territorial entity,1956-01-01,1962-01-01,Saïda Department
arrondissement of Saint-Arnaud,former administrative territorial entity,1957-01-01,1962-01-01,Sétif Department
arrondissement of Relizane,former administrative territorial entity,1955-01-01,1962-01-01,Oran Department
arrondissement of Philippeville,former administrative territorial entity,1853-01-01,1962-01-01,Constantine Department
arrondissement of Perrégaux,former administrative territorial entity,1956-01-01,1962-01-01,Oran Department
arrondissement of Paul-Cazelles,former administrative territorial entity,1957-01-01,1962-01-01,Oran Department
arrondissement of Palestro,former administrative territorial entity,1957-01-01,1962-01-01,Tizi Ouzou Department
