col0,col1,col2,col3,col4,col5,col6
Global Underground 019: Los Angeles,Global Underground 020: Singapore,Boxed,2001-02-27,progressive house,John Digweed,Global Underground 018: Amsterdam
Global Underground 013: Ibiza,Global Underground 014: Hong Kong,Boxed,1999-12-28,House music,Sasha,Global Underground 012: Buenos Aires
Global Underground 007: New York,Global Underground 008: Brazil,Boxed,1998-05-25,trance,Paul Oakenfold,Global Underground 006: Sydney
DJ-Kicks: Claude Young,DJ-Kicks: Kruder & Dorfmeister,Studio !K7,1996-01-01,techno,Claude Young,DJ-Kicks: Carl Craig
DJ-Kicks: Nightmares on Wax,Mind Elevation,Studio !K7,2000-01-01,hip hop music,Nightmares on Wax,Carboot Soul
DJ-Kicks: Hot Chip,Made in the Dark,Studio !K7,2007-05-22,electronic music,Hot Chip,The Warning
It Came from the Sea,Days to Come,Ninja Tune,2005-10-03,electronica,Bonobo,Dial 'M' for Monkey
DJ-Kicks: Thievery Corporation,The Mirror Conspiracy,Studio !K7,1999-01-01,lounge music,Thievery Corporation,Sounds from the Thievery Hi-Fi
DJ-Kicks: Stereo MCs,Deep Down & Dirty,Studio !K7,2000-01-01,electronica,Stereo MCs,Connected
Global Underground 015: Uruguay,Global Underground 016: Cape Town,Boxed,2000-05-23,disco,Darren Emerson,Global Underground 014: Hong Kong
Global Underground 014: Hong Kong,Global Underground 015: Uruguay,Boxed,1999-12-14,House music,John Digweed,Global Underground 013: Ibiza
