col0,col1,col2,col3,col4,col5
Oxford County,Ontario,Canada,Woodstock,Perth County,upper-tier municipality
Regional Municipality of Halton,Ontario,Canada,Burlington,Hamilton,upper-tier municipality
Regional Municipality of Durham,Ontario,Canada,Brock,Kawartha Lakes,upper-tier municipality
Essex County,Ontario,Canada,Windsor,Chatham-Kent,county of Ontario
Frontenac County,Ontario,Canada,Kingston,Renfrew County,county of Ontario
Peterborough County,Ontario,Canada,Trent Lakes,Haliburton County,county of Ontario
Elgin County,Ontario,Canada,Dutton/Dunwich,Middlesex County,county of Ontario
Oxford County,Ontario,Canada,Woodstock,Perth County,regional municipality of Ontario
Regional Municipality of Halton,Ontario,Canada,Burlington,Hamilton,regional municipality of Ontario
Regional Municipality of Durham,Ontario,Canada,Brock,Kawartha Lakes,regional municipality of Ontario
Muskoka District Municipality,Ontario,Canada,Bracebridge,Simcoe County,upper-tier municipality
