col0,col1,col2,col3,col4
Seurasaarenselkä,Helsinki,Finland,fjard,Gulf of Finland
Årstaviken,Stockholm Municipality,Sweden,bay,Mälaren
Danziger gatt,Haninge Municipality,Sweden,strait,Stockholm archipelago
Askrikefjärden,Vaxholm Municipality,Sweden,strait,Stockholm archipelago
Skagsfjärden,Värmdö Municipality,Sweden,fjard,Skagsfjärden coastal water body
Östra Saxarfjärden,Österåker Municipality,Sweden,fjard,Saxarfjärden
Ådskärsfjärden,Stockholm County,Sweden,fjard,Vidingefjärden
Västra Saxarfjärden,Värmdö Municipality,Sweden,fjard,Saxarfjärden
Tranaröfjärd,Värmdö Municipality,Sweden,fjard,Tranaröfjärden coastal water body
Gårdsfjärden,Hudiksvall Municipality,Sweden,fjard,Gårdsfjärden coastal water body
Sandöfjärden,Värmdö Municipality,Sweden,fjard,Sandöfjärden coastal water body
Vamban,Norrtälje Municipality,Sweden,fjard,Skatfjärden coastal water body
