col0,col1,col2,col3,col4
Constitution Order 56,"Constitution (Application to Jammu and Kashmir) Second Amendment Order, 1958",amendment,1958-02-26,1958-02-27
Constitution Order 55,"Constitution (Application to Jammu and Kashmir) Amendment Order, 1958",amendment,1958-01-16,1958-01-17
Constitution Order 51,"Constitution (Application to Jammu and Kashmir) Amendment Order, 1956",amendment,1956-02-11,1956-02-13
Constitution Order 50,"Andhra Scheduled Areas (Cesser) Order, 1955",amendment,1955-09-09,1955-09-12
Constitution Order 49,"High Courts (Judges) (Amendment) Order, 1954",amendment,1954-07-05,1954-07-05
Constitution Order 43,"Constitution (Application to Jammu and Kashmir) Second Amendment Order, 1952",amendment,1952-11-17,1952-11-15
Constitution Order 42,"Adaptation of Laws (Fourth Amendment) Order, 1952",amendment,1950-01-26,1952-07-03
Constitution Order 40,"Constitution (Distribution of Revenues) Order, 1952",amendment,1952-04-01,1952-04-19
Constitution Order 38,Constitution (Removal of Difficulties) Order 9,amendment,1951-11-07,1952-02-19
Constitution Order 37,Constitution (Removal of Difficulties) Order 2 (Fifth Amendment) Order,amendment,1952-01-01,1952-02-13
Constitution Order 31,Constitution (Removal of Difficulties) Order 2 (Third Amendment) Order,amendment,1951-06-18,1951-08-16
Constitution Order 29,"Adaptation of Laws (Third Amendment) Order, 1951",amendment,1950-01-26,1951-04-04
Constitution Order 28,"Constitution (Distribution of Revenues) Order, 1951",amendment,1951-04-01,1951-03-31
