col0,col1,col2,col3,col4,col5
Dimitrovgrad,Georgi Dimitrov,Eastern European Time,38217,125,municipality seat
Balchik,Balik,UTC+02:00,12913,199,municipality seat
Asenovgrad,Ivan Asen II of Bulgaria,Eastern European Time,55323,269,municipality seat
Blagoevgrad,Dimitar Blagoev,UTC+02:00,76811,410,municipality seat
Dobrich,Dobrotitsa,UTC+02:00,91030,225,municipality seat
Rakovski,Georgi Sava Rakovski,UTC+02:00,15571,180,municipality seat
Sandanski,Yane Sandanski,UTC+02:00,28058,296,spa town
Hadzhidimovo,Dimo Hadzhidimov,UTC+02:00,2804,485,border town
Montblanc,mountain,UTC+01:00,7364,350,human settlement
Omurtag,Omurtag of Bulgaria,UTC+02:00,9114,525,human settlement
"Levski, Pleven Province",Vasil Levski,UTC+02:00,10811,51,human settlement
