col0,col1,col2,col3,col4,col5,col6,col7
Oregon,Government of Oregon,history of Oregon,New Encyclopedic Dictionary,OR,Oregonian,Pacific Ocean,Columbia River
Michigan,Government of Michigan,history of Michigan,Catholic Encyclopedia,MI,Michigander,Lake Erie,Lake Erie
Arizona,Government of Arizona,history of Arizona,Catholic Encyclopedia,AZ,Arizonan,Colorado River,Colorado River
California,Government of California,history of California,Brockhaus and Efron Encyclopedic Dictionary,CA,Californian,Badwater Basin,Pacific Ocean
Alaska,Government of Alaska,history of Alaska,Catholic Encyclopedia,AK,Alaskan,Arctic Ocean,Pacific Ocean
Oregon,Government of Oregon,history of Oregon,New Encyclopedic Dictionary,OR,Oregonian,Pacific Ocean,Pacific Ocean
Alaska,Government of Alaska,history of Alaska,Catholic Encyclopedia,AK,Alaskan,Pacific Ocean,Pacific Ocean
Connecticut,Government of Connecticut,history of Connecticut,Brockhaus and Efron Encyclopedic Dictionary,CT,Connecticuter,Long Island Sound,Atlantic Ocean
New Hampshire,Government of New Hampshire,history of New Hampshire,New Encyclopedic Dictionary,NH,New Hampshireman,Atlantic Ocean,Atlantic Ocean
Massachusetts,Government of Massachusetts,history of Massachusetts,Jewish Encyclopedia of Brockhaus and Efron,MA,Bay Stater,Atlantic Ocean,Atlantic Ocean
New Hampshire,Government of New Hampshire,history of New Hampshire,Armenian Soviet Encyclopedia,NH,New Hampshireman,Atlantic Ocean,Atlantic Ocean
Maine,Government of Maine,history of Maine,Armenian Soviet Encyclopedia,ME,Mainer,Atlantic Ocean,Atlantic Ocean
