col0,col1,col2,col3
Shetland Islands,Scotland,Scottish council area,Scotland
Kirkcudbrightshire,Scotland,registration county,Scotland
Nairnshire,Highland,registration county,Scotland
Selkirkshire,Scottish Borders,registration county,Scotland
Inverness-shire,Scotland,registration county,Scotland
Sutherland,Highland,registration county,Scotland
Kinross-shire,Perth and Kinross,registration county,Scotland
Roxburghshire,Scottish Borders,registration county,Scotland
Argyll,Scotland,registration county,Scotland
Wigtownshire,Dumfries and Galloway,registration county,Scotland
Lanarkshire,Scotland,registration county,Scotland
Kincardineshire,Scotland,registration county,Scotland
