col0,col1,col2,col3,col4,col5
"Jubilee Medal ""60 Years of Victory in the Great Patriotic War 1941–1945""",Russia,"Jubilee Medal ""50 Years of Victory in the Great Patriotic War 1941–1945""","Jubilee Medal ""65 Years of Victory in the Great Patriotic War 1941–1945""",medal,2004-02-28
"Medal ""In Commemoration of the 300th Anniversary of Saint Petersburg""",Russia,Medal for services in conducting the population census,Medal “Defender of a Free Russia”,medal,2003-01-01
"Jubilee Medal ""40 Years of the Armed Forces of the USSR""",Soviet Union,"Jubilee Medal ""30 Years of the Soviet Army and Navy""","Jubilee Medal ""50 Years of the Armed Forces of the USSR""",jubilee medal,1957-12-18
"Jubilee Medal ""XX Years of the Workers' and Peasants' Red Army""",Soviet Union,"Medal ""For the Tapping of the Subsoil and Expansion of the Petrochemical Complex of Western Siberia""","Jubilee Medal ""30 Years of the Soviet Army and Navy""",jubilee medal,1938-01-24
"Jubilee Medal ""30 Years of the Soviet Army and Navy""",Soviet Union,"Jubilee Medal ""XX Years of the Workers' and Peasants' Red Army""","Jubilee Medal ""40 Years of the Armed Forces of the USSR""",jubilee medal,1948-02-22
"Jubilee Medal ""40 Years of the Armed Forces of the USSR""",Soviet Union,"Jubilee Medal ""30 Years of the Soviet Army and Navy""","Jubilee Medal ""50 Years of the Armed Forces of the USSR""",award,1957-12-18
"Jubilee Medal ""30 Years of the Soviet Army and Navy""",Soviet Union,"Jubilee Medal ""XX Years of the Workers' and Peasants' Red Army""","Jubilee Medal ""40 Years of the Armed Forces of the USSR""",award,1948-02-22
"Jubilee Medal ""300 Years of the Russian Navy""",Russia,"Jubilee Medal ""70 Years of Victory in the Great Patriotic War 1941–1945""","Medal ""In Commemoration of the 850th Anniversary of Moscow""",jubilee medal,1996-02-10
"Medal ""In Commemoration of the 250th Anniversary of Leningrad""",Soviet Union,"Medal ""In Commemoration of the 800th Anniversary of Moscow""","Medal ""In Commemoration of the 1500th Anniversary of Kiev""",jubilee medal,1957-05-16
"Jubilee Medal ""Thirty Years of Victory in the Great Patriotic War 1941–1945""",Soviet Union,"Jubilee Medal ""Twenty Years of Victory in the Great Patriotic War 1941–1945""","Jubilee Medal ""Forty Years of Victory in the Great Patriotic War 1941–1945""",jubilee medal,1975-04-25
"Jubilee Medal ""70 Years of the Armed Forces of the USSR""",Soviet Union,"Jubilee Medal ""60 Years of the Armed Forces of the USSR""","Jubilee Medal ""50 Years of the Soviet Militia""",jubilee medal,1988-01-28
"Jubilee Medal ""Thirty Years of Victory in the Great Patriotic War 1941–1945""",Soviet Union,"Jubilee Medal ""Twenty Years of Victory in the Great Patriotic War 1941–1945""","Jubilee Medal ""Forty Years of Victory in the Great Patriotic War 1941–1945""",award,1975-04-25
"Jubilee Medal ""300 Years of the Russian Navy""",Russia,"Jubilee Medal ""70 Years of Victory in the Great Patriotic War 1941–1945""","Medal ""In Commemoration of the 850th Anniversary of Moscow""",medal,1996-02-10
