col0,col1,col2,col3,col4,col5
69th Academy Awards,68th Academy Awards,1997-03-24,Academy Awards ceremony,70th Academy Awards,1996-01-01
75th Academy Awards,74th Academy Awards,2003-03-23,Academy Awards ceremony,76th Academy Awards,2002-01-01
30th Academy Awards,29th Academy Awards,1958-03-26,Academy Awards ceremony,31st Academy Awards,1957-01-01
25th Academy Awards,24th Academy Awards,1953-03-19,Academy Awards ceremony,26th Academy Awards,1952-01-01
49th Academy Awards,48th Academy Awards,1977-03-28,Academy Awards ceremony,50th Academy Awards,1976-01-01
46th Academy Awards,45th Academy Awards,1974-04-02,Academy Awards ceremony,47th Academy Awards,1973-01-01
41st Academy Awards,40th Academy Awards,1969-04-14,Academy Awards ceremony,42nd Academy Awards,1968-01-01
10th Academy Awards,9th Academy Awards,1938-03-10,Academy Awards ceremony,11th Academy Awards,1937-01-01
6th Academy Awards,5th Academy Awards,1934-03-16,Academy Awards ceremony,7th Academy Awards,1933-01-01
13th Academy Awards,12th Academy Awards,1941-02-27,Academy Awards ceremony,14th Academy Awards,1940-01-01
3rd Academy Awards,2nd Academy Awards,1930-11-05,Academy Awards ceremony,4th Academy Awards,1929-01-01
14th Academy Awards,13th Academy Awards,1942-02-26,Academy Awards ceremony,15th Academy Awards,1941-01-01
78th Academy Awards,77th Academy Awards,2006-03-05,Academy Awards ceremony,79th Academy Awards,2005-01-01
81st Academy Awards,80th Academy Awards,2009-02-22,Academy Awards ceremony,82nd Academy Awards,2008-01-01
16th Academy Awards,15th Academy Awards,1944-03-02,Academy Awards ceremony,17th Academy Awards,1943-01-01
