col0,col1,col2,col3,col4,col5
Khachik,"Cultural heritage monuments in Khachik, Vayots Dzor",village in Armenia,Armenian,1068,Vayots Dzor Region
Ardenis,"Cultural heritage monuments in Ardenis, Shirak",village in Armenia,Armenian,121,Shirak Region
Vostan,"Cultural heritage monuments in Vostan, Ararat",village in Armenia,Armenian,352,Armenian oblast
Yeghegnavan,"Cultural heritage monuments in Yeghegnavan, Ararat",village in Armenia,Armenian,263,Armenian oblast
Verin Artashat,"Cultural heritage monuments in Verin Artashat, Ararat",village in Armenia,Armenian,370,Armenian oblast
Zangakatun,"Cultural heritage monuments in Zangakatun, Ararat",village in Armenia,Armenian,1142,Ararat Province
Ayntap,"Cultural heritage monuments in Ayntap, Ararat",village in Armenia,Armenian,827,Armenian oblast
Armash,"Cultural heritage monuments in Armash, Ararat",village in Armenia,Armenian,228,Armenian oblast
Tsilkar,"Cultural heritage monuments in Tsilkar, Aragatsotn",village in Armenia,Armenian,369,Aragatsotn Region
Goravan,"Cultural heritage monuments in Goravan, Ararat",village in Armenia,Armenian,59,Armenian oblast
Azatan,"Cultural heritage monuments in Azatan, Shirak",village in Armenia,Armenian,5507,Shirak Region
Vanashen,"Cultural heritage monuments in Vanashen, Ararat",village in Armenia,Armenian,166,Armenian oblast
Aygestan,"Cultural heritage monuments in Aygestan, Ararat",village in Armenia,Armenian,279,Armenian oblast
Zangakatun,"Cultural heritage monuments in Zangakatun, Ararat",village in Armenia,Armenian,209,Armenian oblast
