col0,col1,col2,col3,col4
Musgrove Mill State Historic Site,United States of America,state historic site in the United States,Union County,place listed on the National Register of Historic Places
White Hall,United States of America,state historic site in the United States,Richmond,place listed on the National Register of Historic Places
Wentworth-Coolidge Mansion,United States of America,state historic site in the United States,Portsmouth,National Historic Landmark
Tipton-Haynes State Historic Site,United States of America,state historic site in the United States,Tennessee,place listed on the National Register of Historic Places
Steuben Memorial State Historic Site,United States of America,state historic site in the United States,Remsen,place listed on the National Register of Historic Places
Rose Hill Plantation State Historic Site,United States of America,state historic site in the United States,South Carolina,place listed on the National Register of Historic Places
Robert Frost Farm,United States of America,state historic site in the United States,Derry,National Historic Landmark
Redcliffe Plantation State Historic Site,United States of America,state historic site in the United States,South Carolina,place listed on the National Register of Historic Places
Port Hudson State Historic Site,United States of America,state historic site in the United States,East Feliciana Parish,National Historic Landmark
Philipse Manor Hall State Historic Site,United States of America,state historic site in the United States,Yonkers,National Historic Landmark
Oconee Station State Historic Site,United States of America,state historic site in the United States,South Carolina,place listed on the National Register of Historic Places
Lincoln Historic District,United States of America,state historic site in the United States,Lincoln County,National Historic Landmark
Lincoln-Herndon Law Offices State Historic Site,United States of America,state historic site in the United States,Springfield,NRHP contributing property
Koreshan State Historic Site,United States of America,state historic site in the United States,Lee County,place listed on the National Register of Historic Places
