col0,col1,col2,col3,col4
Raamgracht,Amsterdam,Netherlands,street,Amsterdam-Centrum
Burgemeester Cramergracht,Amsterdam,Netherlands,street,Slotermeer
Singel,Amsterdam,Netherlands,street,Grachtengordel
Prinsengracht,Amsterdam,Netherlands,street,Amsterdam-Centrum
Amstelkanaal,Amsterdam,Netherlands,canal,Amsterdam-Zuid
Kleinzand,Súdwest-Fryslân,Netherlands,canal,Sneek
Slotervaart,Amsterdam,Netherlands,canal,Amsterdam Nieuw-West
Vestingwerken Nieuweschans,Oldambt,Netherlands,gracht,Bad Nieuweschans
Binnengracht Wortelhaven,Dongeradeel,Netherlands,gracht,Dokkum
"Stadsgracht, Dokkum",Dongeradeel,Netherlands,gracht,Dokkum
Rapenburgwal,Amsterdam,Netherlands,gracht,Amsterdam-Centrum
"Da Costakade, Amsterdam",Amsterdam,Netherlands,gracht,Amsterdam Oud-West
Beulingsloot,Amsterdam,Netherlands,gracht,Grachtengordel
