col0,col1,col2,col3,col4,col5
Epping,79934,32,54481,New South Wales,electoral district of New South Wales
East Hills,77348,40,55133,New South Wales,electoral district of New South Wales
Dubbo,76563,17353,55950,New South Wales,electoral district of New South Wales
Davidson,78300,75,54925,New South Wales,electoral district of New South Wales
Cronulla,73728,65,57265,New South Wales,electoral district of New South Wales
Cootamundra,71781,34711,53463,New South Wales,electoral district of New South Wales
Coogee,83171,13,55032,New South Wales,electoral district of New South Wales
Coffs Harbour,72944,1174,55330,New South Wales,electoral district of New South Wales
Clarence,73511,13495,56857,New South Wales,electoral district of New South Wales
Charlestown,72039,66,55715,New South Wales,electoral district of New South Wales
Cessnock,76641,4389,58263,New South Wales,electoral district of New South Wales
Castle Hill,79826,100,58224,New South Wales,electoral district of New South Wales
Canterbury,88009,21,57155,New South Wales,electoral district of New South Wales
Campbelltown,78849,234,54573,New South Wales,electoral district of New South Wales
Camden,88202,331,70383,New South Wales,electoral district of New South Wales
