col0,col1,col2,col3,col4,col5,col6
Rhyhorn,Pokémon universe,gray,100,list of Pokémon introduced in Generation I,115,ground-type Pokémon
Onix,Pokémon universe,gray,880,list of Pokémon introduced in Generation I,210,ground-type Pokémon
Geodude,Pokémon universe,brown,40,list of Pokémon introduced in Generation I,20,ground-type Pokémon
Arceus,Pokémon universe,gray,320,list of Pokémon introduced in Generation IV,320,???-type Pokémon
Lairon,Pokémon universe,gray,90,list of Pokémon introduced in Generation III,120,rock-type Pokémon
Bonsly,Pokémon universe,brown,51,list of Pokémon introduced in Generation IV,15,rock-type Pokémon
Aggron,Pokémon universe,gray,210,list of Pokémon introduced in Generation III,360,rock-type Pokémon
Aron,Pokémon universe,gray,40,evolutionary line of Aron,60,rock-type Pokémon
Tyranitar,Pokémon universe,green,200,evolutionary line of Larvitar,202,dark-type Pokémon
Tyrunt,Pokémon universe,brown,80,list of Pokémon introduced in Generation VI,26,dragon-type Pokémon
Tyrantrum,Pokémon universe,red,250,list of Pokémon introduced in Generation VI,270,dragon-type Pokémon
Crustle,Pokémon universe,red,140,list of Pokémon introduced in Generation V,200,bug-type Pokémon
Aurorus,Pokémon universe,blue,270,list of Pokémon introduced in Generation VI,225,ice-type Pokémon
