col0,col1,col2,col3,col4
New Zealand Book Council writer ID,645,Carl Nixon,New Zealand Book Council,format constraint
LARB author ID,5462,Toni Morrison,Los Angeles Review of Books,format constraint
Quais du polar writer ID,668,Camilla Grebe,Quais du Polar,format constraint
LOA ID,147,Philip Roth,Library of America,format constraint
Syndikat writer ID,850,Tim Herden,Syndikat,format constraint
Literaturaren Zubitegia ID,963,Bitoriano Gandiaga,Armiarma,single value constraint
La Lorraine des écrivains writer ID,121,Philippe Claudel,La Lorraine des écrivains,single value constraint
ANZL writer ID,129,Bill Manhire,Academy of New Zealand Literature,single value constraint
PRELIB person ID,1705,Daniel Defoe,Research project on literature in the Breton language,single value constraint
New Zealand Book Council writer ID,645,Carl Nixon,New Zealand Book Council,single value constraint
LARB author ID,5462,Toni Morrison,Los Angeles Review of Books,single value constraint
Quais du polar writer ID,668,Camilla Grebe,Quais du Polar,single value constraint
LOA ID,147,Margaret Fuller,Library of America,single value constraint
