col0,col1,col2,col3,col4,col5
2015 Trofeo Serra de Tramuntana,Trofeo Serra de Tramontana,2015-01-01,2014 Trofeo Serra de Tramuntana,Spain,2016 Trofeo Serra de Tramuntana
2011 Trofeo Inca,Trofeo Serra de Tramontana,2011-01-01,2010 Trofeo Inca,Spain,2013 Trofeo Serra de Tramuntana
2010 Trofeo Inca,Trofeo Serra de Tramontana,2010-01-01,2009 Trofeo Inca,Spain,2011 Trofeo Inca
2009 Trofeo Inca,Trofeo Serra de Tramontana,2009-01-01,2008 Trofeo Sóller,Spain,2010 Trofeo Inca
2008 Trofeo Sóller,Trofeo Serra de Tramontana,2008-01-01,2007 Trofeo Sóller,Spain,2009 Trofeo Inca
2007 Trofeo Sóller,Trofeo Serra de Tramontana,2007-01-01,2006 Trofeo Sóller,Spain,2008 Trofeo Sóller
2006 Trofeo Sóller,Trofeo Serra de Tramontana,2006-01-01,2005 Trofeo Sóller,Spain,2007 Trofeo Sóller
2005 Trofeo Sóller,Trofeo Serra de Tramontana,2005-01-01,2004 Trofeo Sóller,Spain,2006 Trofeo Sóller
2004 Trofeo Sóller,Trofeo Serra de Tramontana,2004-01-01,2003 Trofeo Sóller,Spain,2005 Trofeo Sóller
2003 Trofeo Sóller,Trofeo Serra de Tramontana,2003-01-01,2002 Trofeo Sóller,Spain,2004 Trofeo Sóller
