col0,col1,col2,col3,col4
Cherokee County,"National Register of Historic Places listings in Cherokee County, South Carolina",county of South Carolina,55885,Gaffney
Newberry County,"National Register of Historic Places listings in Newberry County, South Carolina",county of South Carolina,37521,Newberry
Pickens County,"National Register of Historic Places listings in Pickens County, South Carolina",county of South Carolina,119829,Pickens
Oconee County,"National Register of Historic Places listings in Oconee County, South Carolina",county of South Carolina,75045,Walhalla
Marlboro County,"National Register of Historic Places listings in Marlboro County, South Carolina",county of South Carolina,28003,Bennettsville
Laurens County,"National Register of Historic Places listings in Laurens County, South Carolina",county of South Carolina,66229,Laurens
Kershaw County,"National Register of Historic Places listings in Kershaw County, South Carolina",county of South Carolina,63603,Camden
Orangeburg County,"National Register of Historic Places listings in Orangeburg County, South Carolina",county of South Carolina,90942,Orangeburg
McCormick County,"National Register of Historic Places listings in McCormick County, South Carolina",county of South Carolina,9947,McCormick
Richland County,"National Register of Historic Places listings in Richland County, South Carolina",county of South Carolina,399256,Columbia
Florence County,"National Register of Historic Places listings in Florence County, South Carolina",county of South Carolina,138326,Florence
Georgetown County,"National Register of Historic Places listings in Georgetown County, South Carolina",county of South Carolina,60440,Georgetown
Fairfield County,"National Register of Historic Places listings in Fairfield County, South Carolina",county of South Carolina,23109,Winnsboro
