col0,col1,col2,col3
2008 CECAFA Cup,10,24,association football
2005 CECAFA Cup,10,24,association football
2006 CECAFA Cup,11,23,association football
2003 CECAFA Cup,8,10,association football
2002 CECAFA Cup,10,24,association football
2001 CECAFA Cup,11,23,association football
2000 CECAFA Cup,9,20,association football
1999 CECAFA Cup,12,21,association football
1987 CECAFA Cup,7,13,association football
1985 CECAFA Cup,6,10,association football
1981 CECAFA Cup,8,16,association football
1982 CECAFA Cup,7,13,association football
1980 CECAFA Cup,7,13,association football
