col0,col1,col2,col3,col4,col5
Arkona Offshore Wind Farm,Baltic Sea,Exclusive economic zone of Germany in the Baltic Sea,Siemens Gamesa SWT-6.0-154,Equinor,2019-04-16
Butendiek Offshore Wind Farm,North Sea,Exclusive economic zone of Germany in the North Sea,offshore wind turbine,WPD,2015-01-01
Nordergründe Offshore Wind Farm,North Sea,Lower Saxony,offshore wind turbine,WPD,2017-10-01
Luchterduinen Offshore Wind Farm,North Sea,Exclusive economic zone of the Netherlands,offshore wind turbine,Eneco,2015-09-01
Anholt Offshore Wind Farm,Kattegat,territorial waters of Denmark,offshore wind turbine,Ørsted,2013-06-01
London Array,Thames estuary,Exclusive economic zone of the United Kingdom,offshore wind turbine,Ørsted,2013-04-01
Gode Wind II Wind Farm,North Sea,Exclusive economic zone of Germany in the North Sea,offshore wind turbine,Ørsted,2017-01-01
Gode Wind wind farms,North Sea,Exclusive economic zone of Germany in the North Sea,offshore wind turbine,Ørsted,2017-06-01
Horns Rev 2 Offshore Wind Farm,North Sea,Exclusive economic zone of Denmark,offshore wind turbine,Ørsted,2009-11-01
London Array,Thames estuary,Exclusive economic zone of the United Kingdom,offshore wind turbine,Masdar,2013-04-01
Baltic 2 Offshore Wind Farm,Baltic Sea,Exclusive economic zone of Germany in the Baltic Sea,offshore wind turbine,EnBW,2015-01-01
Baltic 1 Offshore Wind Farm,Baltic Sea,Mecklenburg-Vorpommern,offshore wind turbine,EnBW,2011-01-01
Greater Gabbard wind farm,North Sea,Exclusive economic zone of the United Kingdom,offshore wind turbine,SSE plc,2012-01-01
Amrumbank West,North Sea,Exclusive economic zone of Germany in the North Sea,offshore wind turbine,E.ON SE,2015-10-01
Rampion Wind Farm,English Channel,England,offshore wind turbine,E.ON SE,2018-01-01
