col0,col1,col2,col3
Luzern–Stans–Engelberg railway line,Switzerland,Obwalden,105
Drachenfels Railway,Germany,Königswinter,200
Vitznau–Rigi railway,Switzerland,Canton of Lucerne,250
Brünig railway line,Switzerland,Canton of Lucerne,128
Luzern–Stans–Engelberg railway line,Switzerland,Canton of Lucerne,105
Rheineck–Walzenhausen mountain railway,Switzerland,Appenzell Ausserrhoden,250
Dolderbahn,Switzerland,canton of Zürich,196
Brienz–Rothorn railway,Switzerland,canton of Bern,250
Wengernalp railway,Switzerland,canton of Bern,250
Schynige Platte railway,Switzerland,canton of Bern,250
Jungfrau railway,Switzerland,canton of Bern,250
Brünig railway line,Switzerland,canton of Bern,128
