col0,col1,col2,col3,col4,col5,col6
station master's house appendage in Otalampi railway station,appendage,1908-01-01,Otalampi railway station,Vihti,Finland,protected by the law on the protection of the architectural heritage in Finland
inspector's house Southers appendage in Otalampi railway station,appendage,1908-01-01,Otalampi railway station,Vihti,Finland,protected by the law on the protection of the architectural heritage in Finland
appendage in Kärsämäki school,appendage,1909-01-01,Kärsämäki school,Turku,Finland,protected by the law on the protection of the architectural heritage in Finland
appendage in Teijo ironworks mansion,appendage,1814-01-01,Teijo ironworks mansion and church,Salo,Finland,protected by the law on the protection of the architectural heritage in Finland
Leponiemi appendage in Haapamäki railway station,appendage,1895-01-01,Haapamäki railway station,Keuruu,Finland,protected by the law on the protection of the architectural heritage in Finland
appendage in Suvanto school,appendage,1928-01-01,Suvanto school,Pelkosenniemi,Finland,building protected by Decree 480/85 in Finland
appendage in Linnankasarmi barracks in Hämeenlinna,appendage,1910-01-01,Linnankasarmi barracks in Hämeenlinna,Hämeenlinna,Finland,building protected by Decree 480/85 in Finland
appendage of the living barracks in Haapamäki railway station,appendage,1895-01-01,Haapamäki railway station,Keuruu,Finland,building protected by the Railway Act 1998 in Finland
Northern appendage in Otalampi railway station,appendage,1910-01-01,Otalampi railway station,Vihti,Finland,protected by the law on the protection of the architectural heritage in Finland
appendage in Sjökulla manor,appendage,1938-01-01,Sjökulla Manor,Lapinjärvi,Finland,protected by the law on the protection of the architectural heritage in Finland
appendage in the former doctor's house,appendage,1949-01-01,The former doctor's house,Eurajoki,Finland,protected by the law on the protection of the architectural heritage in Finland
appendage in The sniper battalion barracks,appendage,1880-01-01,The sniper battalion barracks,Vaasa,Finland,protected by the law on the protection of the architectural heritage in Finland
Southern appendage in Mommola Manor,appendage,1600-01-01,Mommola Manor,Salo,Finland,protected by the law on the protection of the architectural heritage in Finland
"Hammar, the Northern appendage in Mommola Manor",appendage,1750-01-01,Mommola Manor,Salo,Finland,protected by the law on the protection of the architectural heritage in Finland
appendage 1 in Fagervik Manor,appendage,1762-01-01,Fagervik Manor,Ingå,Finland,protected by the law on the protection of the architectural heritage in Finland
