col0,col1,col2,col3,col4,col5
V* TW Ret,5.792,4.659,0.2961,83.819,RV Tauri variable
V428 Aur,6.87,-46.566,1.711,134.66,RV Tauri variable
Z Sextantis,8.7,-34.801,1.1801,23,RV Tauri variable
V* AG Aur,9.79,-23.794,0.4013,187.78,RV Tauri variable
V* AR Sgr,9.61,-9.802,0.3437,-100,RV Tauri variable
V Vulpeculae,8.05,-4.474,0.5454,-14.42,RV Tauri variable
R Sagittae,9.2,-4.818,0.403,8.3,RV Tauri variable
AC Herculis,7.01,-2.052,0.7843,-30,RV Tauri variable
SV Ursae Majoris,9.1,-16.065,0.2981,-98.21,RV Tauri variable
U Monocerotis,5.82,-10.124,0.9161,34.1,RV Tauri variable
R Scuti,5.2,-45.399,0.8572,50.68,RV Tauri variable
