col0,col1,col2,col3,col4
"Koperstraat 42, Vaals",Vaals,Rijksmonument,Koperstraat,Netherlands
"Kerkstraat 24, Zevenaar",Zevenaar,Rijksmonument,Kerkstraat,Netherlands
"IJsselkade 17, Zutphen",Zutphen,Rijksmonument,IJsselkade,Netherlands
"Zuiderhoofdstraat 70, Krommenie",Krommenie,Rijksmonument,Zuiderhoofdstraat,Netherlands
"Nieuwstraat 10, Zaltbommel",Zaltbommel,Rijksmonument,Nieuwstraat,Netherlands
Parklaan 14,Rotterdam,Rijksmonument,Parklaan,Netherlands
Apsley House,Hyde Park Corner,Grade I listed building,Piccadilly,United Kingdom
Dudley House,Mayfair,Grade II* listed building or structure,Park Lane,United Kingdom
Herenhuis Hofdijk,Alkmaar,Rijksmonument,Nieuwlandersingel,Netherlands
Huis Westerbeek,Frederiksoord,Rijksmonument,Majoor van Swietenlaan,Netherlands
Herenhuis Hofdijk,Alkmaar,Rijksmonument,Hofdijkstraat,Netherlands
"Eebuurt 10, Leeuwarden",Leeuwarden,Rijksmonument,Eebuurt,Netherlands
Palacette of Belomonte,São Nicolau,Included in protected site,Rua de Belomonte,Portugal
Casa dos Maias,Morro da Vitoria,Immovable Cultural Heritage of Public Interest,Flores street,Portugal
