col0,col1,col2,col3,col4,col5,col6
Valle Crucis,National Library of Wales,Valle Crucis Abbey,landscape art,William Hassel,1800-01-01,Valle Crucis
Robert ap Gwilym Ddu,National Library of Wales,Robert Williams,portrait,William Roos,1830-01-01,Robert ap Gwilym Ddu
Robert Wynne D. D.,National Library of Wales,Robert Wynne,portrait,Joseph Highmore,1730-01-01,Robert Wynne D. D. ( - 1734)
Thomas Pryse of Gogerddan,National Library of Wales,Thomas Pryse,portrait,Thomas Hudson,1740-01-01,Thomas Pryse of Gogerddan
Sir Watkin Williams-Wynn,National Library of Wales Framed works of art collection,"Sir Watkin Williams-Wynn, 3rd Baronet",portrait,Michael Dahl,1740-01-01,Sir Watkin Williams-Wynn (1692 -1749)
Sir Watkin Williams Wynn Bt.,National Library of Wales Framed works of art collection,"Sir Watkin Williams-Wynn, 3rd Baronet",portrait,Michael Dahl,1720-01-01,Sir Watkin Williams Wynn Bt.(1692-1749)
Sir Watkin Williams-Wynn,National Library of Wales,"Sir Watkin Williams-Wynn, 3rd Baronet",portrait,Michael Dahl,1740-01-01,Sir Watkin Williams-Wynn (1692 -1749)
Sir Watkin Williams Wynn Bt.,National Library of Wales,"Sir Watkin Williams-Wynn, 3rd Baronet",portrait,Michael Dahl,1720-01-01,Sir Watkin Williams Wynn Bt.(1692-1749)
The Flower Girl,National Library of Wales,woman,portrait,Bartolomé Esteban Murillo,1850-01-01,The Flower Girl
Sir Richard Pryse,National Library of Wales,"Sir Richard Pryse, 2nd Baronet",portrait,Godfrey Kneller,1720-01-01,Sir Richard Pryse
Thomas Thelwall,National Library of Wales,Thomas Thelwall,portrait,Gilbert Jackson,1630-01-01,Thomas Thelwall
Simon Thelwall,National Library of Wales,Simon Thelwall,portrait,Gilbert Jackson,1630-01-01,Simon Thelwall
Twm o'r Nant,National Library of Wales,Twm o'r Nant,portrait,William Roos,1850-01-01,Twm o'r Nant
Thomas Pennant,National Library of Wales,Thomas Pennant,portrait,Joseph Highmore,1740-01-01,Thomas Pennant
