col0,col1,col2,col3,col4
2018 Clásico RCN,Alex Cano,Andrés Camilo Ardila,Coldeportes-Zenú 2018,Andrés Camilo Ardila
2019 Clásico RCN,Walter Pedraza,Brayan Hernández,2019 EPM,Brayan Hernández
2018 Clásico RCN,Alex Cano,Carlos Quintero,EPM 2018,Harold Tejada
2019 Clásico RCN,Walter Pedraza,Ivan Darío Bothia,Team Super Giros,Harold Tejada
2018 Clásico RCN,Alex Cano,Didier Chaparro,Coldeportes-Zenú 2018,Jhojan García
2019 Clásico RCN,Walter Pedraza,Stiber Ortiz,2019 EPM,Brayan Hernández
2018 Clásico RCN,Alex Cano,Alex Cano,GW Shimano 2018,Harold Tejada
2019 Clásico RCN,Walter Pedraza,Stiber Ortiz,2019 EPM,Harold Tejada
2018 Clásico RCN,Alex Cano,Alex Cano,EPM 2018,Harold Tejada
2019 Clásico RCN,Walter Pedraza,Ivan Darío Bothia,2019 Boyacá es Para Vivirla,Brayan Hernández
2018 Clásico RCN,Alex Cano,Alex Cano,Manzana Postobón 2018,Harold Tejada
2019 Clásico RCN,Walter Pedraza,Stiber Ortiz,Sundark Arawak,Diego Andrés Camargo
2018 Clásico RCN,Alex Cano,Alex Cano,GW Shimano 2018,Yeison Rincón
2019 Clásico RCN,Walter Pedraza,Stiber Ortiz,2019 Medellín,Juan Pablo Vallejo
2018 Clásico RCN,Alex Cano,Alex Cano,Orgullo Antioqueño 2018,Cristian Camilo Muñoz
