col0,col1,col2,col3,col4,col5
flag of Wakayama prefecture,solid flag,Wakayama Prefecture,flag of a country subdivision,blue,text
flag of Tottori prefecture,solid flag,Tottori Prefecture,flag of a country subdivision,blue,text
flag of Shimane Prefecture,solid flag,Shimane Prefecture,flag of a country subdivision,gold,ま
flag of Podkarpackie Voivodeship,vertical triband,Podkarpackie Voivodeship,flag of a country subdivision,blue,field
flag of Kagoshima prefecture,solid flag,Kagoshima Prefecture,flag of a country subdivision,red,geographic map
flag of Okinawa prefecture,charged flag,Okinawa Prefecture,flag of a country subdivision,red,roundel
flag of Tokushima prefecture,solid flag,Tokushima Prefecture,flag of a country subdivision,yellow,text
flag of Hiroshima prefecture,solid flag,Hiroshima Prefecture,flag of a country subdivision,white,text
flag of Yamaguchi prefecture,solid flag,Yamaguchi Prefecture,flag of a country subdivision,white,text
flag of Ferros,inscribed flag,Ferros,flag of a country subdivision,yellow,text
flag of Miyazaki prefecture,solid flag,Miyazaki Prefecture,flag of a country subdivision,yellow,text
