col0,col1,col2,col3
Ulkokalla Lighthouse,"NGA List of Lights, Radio Aids and Fog Signals",Hampus Dalström,acetylene
Sälskär lighthouse,"NGA List of Lights, Radio Aids and Fog Signals",Hampus Dalström,acetylene
Marjaniemi lighthouse,"NGA List of Lights, Radio Aids and Fog Signals",Hampus Dalström,acetylene
Ulkokalla Lighthouse,Admiralty List of Lights and Fog Signals,Hampus Dalström,acetylene
Sälskär lighthouse,Admiralty List of Lights and Fog Signals,Hampus Dalström,acetylene
Marjaniemi lighthouse,Admiralty List of Lights and Fog Signals,Hampus Dalström,acetylene
Örskär lighthouse,Admiralty List of Lights and Fog Signals,Carl Hårleman,acetylene
Kapelludden lighthouse,Admiralty List of Lights and Fog Signals,Albert Theodor Gellerstedt,kerosene
Häradskär lighthouse,"NGA List of Lights, Radio Aids and Fog Signals",Gustaf von Heidenstam,kerosene
Svenska Högarna lighthouse,"NGA List of Lights, Radio Aids and Fog Signals",Gustaf von Heidenstam,kerosene
Sandhammaren lighthouse,"NGA List of Lights, Radio Aids and Fog Signals",Gustaf von Heidenstam,kerosene
Pater Noster lighthouse,"NGA List of Lights, Radio Aids and Fog Signals",Gustaf von Heidenstam,kerosene
Häradskär lighthouse,Admiralty List of Lights and Fog Signals,Gustaf von Heidenstam,kerosene
Svenska Högarna lighthouse,Admiralty List of Lights and Fog Signals,Gustaf von Heidenstam,kerosene
Sandhammaren lighthouse,Admiralty List of Lights and Fog Signals,Gustaf von Heidenstam,kerosene
