col0,col1,col2,col3,col4,col5,col6,col7
Arrondissement of Marche-en-Famenne,164,Belgium,56143,Arrondissement of Dinant,La Roche-en-Ardenne,Luxembourg,953.69
Arrondissement of Verviers,653,Belgium,287374,Arrondissement of Marche-en-Famenne,Spa,Liège,2016.22
Arrondissement of Bastogne,151,Belgium,48183,Arrondissement of Marche-en-Famenne,Sainte-Ode,Luxembourg,1043
Arrondissement of Marche-en-Famenne,164,Belgium,56143,Arrondissement of Bastogne,Manhay,Luxembourg,953.69
Arrondissement of Bastogne,151,Belgium,48183,Arrondissement of Marche-en-Famenne,Vielsalm,Luxembourg,1043
Arrondissement of Marche-en-Famenne,164,Belgium,56143,Arrondissement of Verviers,Marche-en-Famenne,Luxembourg,953.69
Arrondissement of Bastogne,151,Belgium,48183,Arrondissement of Marche-en-Famenne,Bastogne,Luxembourg,1043
Arrondissement of Neufchâteau,212,Belgium,63041,Arrondissement of Virton,Wellin,Luxembourg,1354.57
Arrondissement of Virton,152,Belgium,53658,Arrondissement of Neufchâteau,Tintigny,Luxembourg,771.19
Arrondissement of Neufchâteau,212,Belgium,63041,Arrondissement of Virton,Tellin,Luxembourg,1354.57
Arrondissement of Virton,152,Belgium,53658,Arrondissement of Neufchâteau,Saint-Léger,Luxembourg,771.19
Arrondissement of Neufchâteau,212,Belgium,63041,Arrondissement of Virton,Saint-Hubert,Luxembourg,1354.57
Arrondissement of Virton,152,Belgium,53658,Arrondissement of Neufchâteau,Rouvroy,Luxembourg,771.19
Arrondissement of Neufchâteau,212,Belgium,63041,Arrondissement of Virton,Libramont-Chevigny,Luxembourg,1354.57
