col0,col1,col2,col3,col4,col5
CPD-59 4532,10.142,-4.072,-28,J2000.0,-60.3666938672976
NGC 4755 210,10.204,-4.204,-33.1,J2000.0,-60.358571203296
V* V836 Cen,8.05,-1.258,66,J2000.0,-37.2222422945065
HD 152372,8.85,-4.424,-3.9,J2000.0,-48.8045961579921
V* V4382 Sgr,7.94,-1.467,-24,J2000.0,-22.1606795687637
HD 48553,9.08,-1.017,10,J2000.0,2.39157083
HD 171141,8.35,-6.258,2,J2000.0,-45.9408413688492
HD 161633,9.85,-3.15,19,J2000.0,-46.9407451375652
HD 159792,9.5,-3.288,-13,J2000.0,-46.3158877875346
HD 152162,8.66,-2.287,-8.79,J2000.0,-46.0150437362557
V* V1922 Cyg,10.84,-2.114,-10,J2000.0,37.6786561214114
HD 74339,9.38,-5.541,2,J2000.0,-48.0251834361944
V* HN Aqr,11.47,-4.694,63,J2000.0,-18.6642412983309
V* V1820 Cyg,10.8,-3.269,-18,J2000.0,35.758736992522
V* KZ Mus,9.02,-6.764,-29,J2000.0,-71.6217951247486
