col0,col1,col2,col3,col4,col5
Ifugao,2628.21,Kalanguya,Mount Pulag,1966-06-18,Jerry U. Dalipog
Misamis Oriental,3131.52,Binukid,Balatukan,1939-01-01,Yevgeny Emano
Misamis Occidental,2055.22,Northern Subanen,Mount Malindang,1929-11-02,Philip Tan
Antique,2729.17,Aklan language,Mount Madia-as,1780-01-01,Rhodora Cadiao
Romblon,1533.45,Romblomanon,Mount Guiting-Guiting,1947-01-01,Jose Riano
Pampanga,2002.2,Kapampangan,Pinatubo,1571-01-01,Dennis Pineda
Kalinga,3231.25,Balangao,Mount Binuluan,1907-01-01,Ferdinand Tubban
Batanes,219.01,Ivatan,Mount Iraya,1909-01-01,Marilou Cayco
Laguna,1917.85,Sinauna language,Mount Banahaw,1571-01-01,Ramil Hernandez
Oriental Mindoro,4238.38,Ratagnon,Mount Halcon,1950-01-01,Humerlito Dolor
Bukidnon,10498.59,Maranao,Mount Dulang-dulang,1914-09-01,Jose Maria Zubiri Jr.
Nueva Ecija,5751.33,Kapampangan,Mount Kiligantian,1848-01-01,Aurelio Umali
Nueva Vizcaya,3975.67,Ibaloi,Mount Pulag,1841-01-01,Carlos M. Padilla
