col0,col1,col2,col3,col4,col5,col6,col7
Kipling,wheelchair accessible,Toronto Transit Commission,Islington,1980-01-01,Canada,Toronto Transit Commission,Line 2 Bloor–Danforth
Jane,wheelchair accessible,Toronto Transit Commission,Old Mill,1968-05-10,Canada,Toronto Transit Commission,Line 2 Bloor–Danforth
St. George,wheelchair accessible,Toronto Transit Commission,Museum,1963-02-28,Canada,Toronto Transit Commission,Line 2 Bloor–Danforth
Bloor–Yonge,wheelchair accessible,Toronto Transit Commission,Wellesley,1966-01-01,Canada,Toronto Transit Commission,Line 2 Bloor–Danforth
St. George,wheelchair accessible,Toronto Transit Commission,Spadina,1963-02-28,Canada,Toronto Transit Commission,Line 2 Bloor–Danforth
Bloor–Yonge,wheelchair accessible,Toronto Transit Commission,Rosedale,1966-01-01,Canada,Toronto Transit Commission,Line 2 Bloor–Danforth
St. George,wheelchair accessible,Toronto Transit Commission,Bay,1963-02-28,Canada,Toronto Transit Commission,Line 2 Bloor–Danforth
Bloor–Yonge,wheelchair accessible,Toronto Transit Commission,Bay,1966-01-01,Canada,Toronto Transit Commission,Line 2 Bloor–Danforth
Eglinton West,wheelchair accessible,Toronto Transit Commission,Oakwood,1978-01-01,Canada,Toronto Transit Commission,Line 1 Yonge–University
Eglinton,wheelchair accessible,Toronto Transit Commission,Mount Pleasant,1954-01-01,Canada,Toronto Transit Commission,Line 1 Yonge–University
