col0,col1,col2,col3,col4,col5
Moengo Festival,2013-09-01,annual event,Suriname,Moengo,Marowijne District
Play the Fool Festival,2016-01-01,annual event,Canada,"Bonnie Doon, Edmonton",Edmonton
Das Große Welttheater Bad Godesberg,1926-01-01,open-air theatre,Germany,Redoutenpark,Bad Godesberg
Festival Teatrale di Borgio Verezzi,1967-01-01,open-air theatre,Italy,Verezzi,Borgio Verezzi
Welttheater Einsiedeln,1924-01-01,open-air theatre,Switzerland,Einsiedeln Abbey,Einsiedeln
Das Große Welttheater Bad Godesberg,1926-01-01,theatrical production,Germany,Redoutenpark,Bad Godesberg
Moengo Festival,2013-09-01,dance festival,Suriname,Moengo,Marowijne District
Siječanjska akcija,2014-01-01,theatre festival,Croatia,Teatar &TD,Zagreb
Moengo Festival,2013-09-01,theatre festival,Suriname,Moengo,Marowijne District
Das Große Welttheater Bad Godesberg,1926-01-01,theatre festival,Germany,Redoutenpark,Bad Godesberg
