col0,col1,col2,col3
2018 Tour of California,2018 Tour of California stage 1,2019 Tour of California,2018-05-19
2018 Tour de Romandie,"Tour de Romandie 2018, prologue stage",2019 Tour de Romandie,2018-04-29
2018 Tour Down Under,"Tour Down Under 2018, Stage 1",2019 Tour Down Under,2018-01-21
2018 Giro d'Italia,2018 Giro d'Italia Stage 3,2019 Giro d'Italia,2018-05-27
2018 Tour de Suisse,2018 Tour de Suisse stage 1,2019 Tour de Suisse,2018-06-17
2018 Tour of the Basque Country,"2018 Tour of the Basque Country, Stage 4",2019 Tour of the Basque Country,2018-04-07
2018 Giro d'Italia,2018 Giro d'Italia Stage 1,2019 Giro d'Italia,2018-05-27
2017 Tour of Guangxi,"2017 Tour of Guangxi, Stage 1",2018 Tour of Guangxi,2017-10-24
2017 Presidential Tour of Turkey,"2017 Tour of Turkey, Stage 1",2018 Presidential Tour of Turkey,2017-10-15
2017 BinckBank Tour,"BinckBank Tour 2017, Stage 1",2018 BinckBank Tour,2017-08-13
2017 Tour de Pologne,"Tour de Pologne 2017, first stage",2018 Tour de Pologne,2017-08-04
2017 Tour de Romandie,"Tour de Romandie 2017, prologue stage",2018 Tour de Romandie,2017-04-30
2017 Tour of California,"2017 Tour of California, Stage 1",2018 Tour of California,2017-05-20
