col0,col1,col2,col3,col4,col5
Barenburg,Germany,35,1226,16.38,Diepholz
Lemförde,Germany,46,3223,6.95,Diepholz
Detern,Germany,3,2766,43.3,Leer
Ottersberg,Germany,14,12818,99.03,Verden
Ahlden,Germany,21,1506,25.83,Heidekreis
Bardowick,Germany,8,6993,23.25,Lüneburg
Horneburg,Germany,12,6170,17.13,Stade
Harsefeld,Germany,38,13256,51.88,Stade
Freiburg/Elbe,Germany,2,1858,34.11,Stade
Nörten-Hardenberg,Germany,159,8178,54.08,Lower Saxony
Gieboldehausen,Germany,150,4103,19.85,Gieboldehausen
Lamspringe,Germany,211,5638,70.46,Lamspringe
Barnstorf,Germany,29,6292,52.36,Barnstorf
