col0,col1,col2,col3
Königstrasse station,2,S2,1979-01-01
Reeperbahn station,2,S2,1979-01-01
Stadthausbrücke station,2,S2,1975-01-01
Berliner Tor station,5,S2,1906-01-01
Poppenbüttel station,2,S1,1918-01-01
Othmarschen station,2,S1,1882-01-01
Königstrasse station,2,S1,1979-01-01
Hochkamp station,2,S1,1898-01-01
Reeperbahn station,2,S1,1979-01-01
Stadthausbrücke station,2,S1,1975-01-01
Berliner Tor station,5,S1,1906-01-01
Veddel station,2,S31,1897-01-01
Berliner Tor station,5,S31,1906-01-01
Poppenbüttel station,2,S11,1918-01-01
Othmarschen station,2,S11,1882-01-01
