col0,col1,col2,col3,col4
flag of Afghanistan,flag of Afghanistan (2001–2002),1997-10-27,3:2,field
flag of Afghanistan,flag of Afghanistan (1997–2001),1996-09-27,3:2,field
flag of Afghanistan,flag of Afghanistan (1978–1980),1978-04-27,3:2,field
flag of Afghanistan,flag of Afghanistan (1978),1974-05-09,3:2,field
flag of Afghanistan,flag of Afghanistan (1974–1978),1973-07-17,3:2,field
flag of Afghanistan,flag of Afghanistan (1973–1974),1930-03-27,3:2,field
flag of Afghanistan,flag of Afghanistan (1930–1973),1929-01-01,3:2,field
flag of Afghanistan,flag of Afghanistan (1929–1930),1929-01-01,3:2,field
flag of Afghanistan,flag of Afghanistan (1929),1928-01-01,3:2,field
flag of Afghanistan,flag of Afghanistan (1928),1926-01-01,3:2,field
flag of Afghanistan,flag of Afghanistan (1926–1928),1919-01-01,3:2,field
flag of Afghanistan,flag of Afghanistan (1996-1997),1992-12-07,2:1,Shahad
flag of Afghanistan,flag of Afghanistan (2001–2002),1997-10-27,3:2,Shahad
