col0,col1,col2,col3,col4
Uffo,Czech Republic,music venue,Trutnov,Miroslav Melena
Savannah Theatre,United States of America,music venue,Savannah,William Jay
Auditorium Theatre,United States of America,music venue,Chicago,Dankmar Adler
TivoliVredenburg,Netherlands,music venue,Utrecht,Herman Hertzberger
Capitol Theatre,United States of America,music venue,Flint,John Eberson
Maison de la Culture d'Amiens,France,music venue,Amiens,Jean Duthilleul
Keswick Theater,United States of America,music venue,Abington Township,Horace Trumbauer
Huntridge Theatre,United States of America,music venue,Las Vegas,S. Charles Lee
Wilma Theater,United States of America,music venue,Missoula,H. E. Kirkemo
Kanneltalo,Finland,music venue,Helsinki,Pekka Salminen
Maison de la Culture d'Amiens,France,house of culture,Amiens,Jean Duthilleul
