col0,col1,col2,col3,col4,col5
Bath County,Bath County,Kentucky,Eastern Time Zone,Bath County,"National Register of Historic Places listings in Bath County, Kentucky"
Montgomery County,Montgomery County,Kentucky,Eastern Time Zone,Montgomery County,"National Register of Historic Places listings in Montgomery County, Kentucky"
Green County,Green County,Kentucky,Central Time Zone,Green County,"National Register of Historic Places listings in Green County, Kentucky"
Daviess County,Daviess County,Kentucky,Central Time Zone,Daviess County,"National Register of Historic Places listings in Daviess County, Kentucky"
Clark County,Clark County,Kentucky,Eastern Time Zone,Clark County,"National Register of Historic Places listings in Clark County, Kentucky"
Christian County,Christian County,Kentucky,Central Time Zone,Christian County,"National Register of Historic Places listings in Christian County, Kentucky"
Carter County,Carter County,Kentucky,Eastern Time Zone,Carter County,"National Register of Historic Places listings in Carter County, Kentucky"
Butler County,Butler County,Kentucky,Central Time Zone,Butler County,"National Register of Historic Places listings in Butler County, Kentucky"
Bourbon County,Bourbon County,Kentucky,Eastern Time Zone,Bourbon County,"National Register of Historic Places listings in Bourbon County, Kentucky"
Adair County,Adair County,Kentucky,Central Time Zone,Adair County,"National Register of Historic Places listings in Adair County, Kentucky"
Lyon County,Lyon County,Kentucky,Central Time Zone,Lyon County,"National Register of Historic Places listings in Lyon County, Kentucky"
