col0,col1,col2,col3,col4,col5,col6,col7
1957 Canadian federal election,John Diefenbaker,Prime Minister of Canada,Canada,1958 Canadian federal election,1953 Canadian federal election,Canadian federal general election,1957-06-10
1872 Canadian federal election,John A. Macdonald,Prime Minister of Canada,Canada,1874 Canadian federal election,1867 Canadian federal election,Canadian federal general election,1872-10-12
1882 Canadian federal election,John A. Macdonald,Prime Minister of Canada,Canada,1887 Canadian federal election,1878 Canadian federal election,Canadian federal general election,1882-06-20
1887 Canadian federal election,John A. Macdonald,Prime Minister of Canada,Canada,1891 Canadian federal election,1882 Canadian federal election,Canadian federal general election,1887-02-22
2011 Canadian federal election,Stephen Harper,Prime Minister of Canada,Canada,2015 Canadian federal election,2008 Canadian federal election,Canadian federal general election,2011-05-02
1925 Canadian federal election,William Lyon Mackenzie King,Prime Minister of Canada,Canada,1926 Canadian federal election,1921 Canadian federal election,Canadian federal general election,1925-10-29
1900 Canadian federal election,Wilfrid Laurier,Prime Minister of Canada,Canada,1904 Canadian federal election,1896 Canadian federal election,Canadian federal general election,1900-11-07
2000 Canadian federal election,Jean Chrétien,Prime Minister of Canada,Canada,2004 Canadian federal election,1997 Canadian federal election,Canadian federal general election,2000-11-27
1988 Canadian federal election,Brian Mulroney,Prime Minister of Canada,Canada,1993 Canadian federal election,1984 Canadian federal election,Canadian federal general election,1988-11-21
1979 Canadian federal election,Joe Clark,Prime Minister of Canada,Canada,1980 Canadian federal election,1974 Canadian federal election,Canadian federal general election,1979-05-22
1980 Canadian federal election,Pierre Trudeau,Prime Minister of Canada,Canada,1984 Canadian federal election,1979 Canadian federal election,Canadian federal general election,1980-02-18
1972 Canadian federal election,Pierre Trudeau,Prime Minister of Canada,Canada,1974 Canadian federal election,1968 Canadian federal election,Canadian federal general election,1972-10-30
1963 Canadian federal election,Lester B. Pearson,Prime Minister of Canada,Canada,1965 Canadian federal election,1962 Canadian federal election,Canadian federal general election,1963-04-08
1949 Canadian federal election,Louis St. Laurent,Prime Minister of Canada,Canada,1953 Canadian federal election,1945 Canadian federal election,Canadian federal general election,1949-06-27
