col0,col1,col2,col3
Guida alla biblioteconomia,Italian,library,Editrice Bibliografica
Guida alla biblioteca per gli studenti universitari,Italian,library,Editrice Bibliografica
Nessuno poteva aprire il libro ...,French,bibliography,Firenze University Press
Viaggi a bordo di una parola,Italian,subject indexing,Italian Library Association
Recueil des actes des vicomtes de Limoges : Xe-XIVe siècle,French,Viscounty of Limoges,Librairie Droz
"The Mixed Multitude. Jacob Frank and the Frankist Movement, 1755–1816",American English,Jacob Frank,University of Pennsylvania Press
History of anti-culture,Polish,Marxism,self-publishing
Krebs fühlen,German,cancer,Klett-Cotta Verlag
Legal Validity as a Worldwide Quality Standard for Patent Offices,English,patent law,Wolters Kluwer
Jewish children in Nazi-occupied Poland,English,The Holocaust,Yad Vashem
Mutual Recognition of Judicial Decisions in European Criminal Law,English,European Union law,Springer International Publishing
European arrest warrant,English,European Union law,Springer International Publishing
Mutual Recognition of Judicial Decisions in European Criminal Law,English,criminal law,Springer International Publishing
