col0,col1,col2,col3,col4,col5,col6,col7
2013 World Rowing Cup II,Dorney Lake,World Rowing Cup regatta,2013 World Rowing Cup,International Rowing Federation,2013-01-01,2013-06-21,United Kingdom
2013 World Rowing Cup I,Sydney International Regatta Centre,World Rowing Cup regatta,2013 World Rowing Cup,International Rowing Federation,2013-01-01,2013-03-22,Australia
2012 World Rowing Cup III,Oberschleißheim Regatta Course,World Rowing Cup regatta,2012 World Rowing Cup,International Rowing Federation,2012-01-01,2012-06-15,Germany
2012 World Rowing Cup II,Rotsee,World Rowing Cup regatta,2012 World Rowing Cup,International Rowing Federation,2012-01-01,2012-05-25,Switzerland
2012 World Rowing Cup I,Ada Ciganlija Regatta Venue,World Rowing Cup regatta,2012 World Rowing Cup,International Rowing Federation,2012-01-01,2012-05-04,Serbia
2011 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2011 World Rowing Cup,International Rowing Federation,2011-01-01,2011-07-08,Switzerland
2011 World Rowing Cup II,Hamburg-Allermöhe water sports center,World Rowing Cup regatta,2011 World Rowing Cup,International Rowing Federation,2011-01-01,2011-06-17,Germany
2011 World Rowing Cup I,Oberschleißheim Regatta Course,World Rowing Cup regatta,2011 World Rowing Cup,International Rowing Federation,2011-01-01,2011-05-27,Germany
2010 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2010 World Rowing Cup,International Rowing Federation,2010-01-01,2010-07-09,Switzerland
2010 World Rowing Cup II,Oberschleißheim Regatta Course,World Rowing Cup regatta,2010 World Rowing Cup,International Rowing Federation,2010-01-01,2010-06-18,Germany
2010 World Rowing Cup I,Lake Bled,World Rowing Cup regatta,2010 World Rowing Cup,International Rowing Federation,2010-01-01,2010-05-28,Slovenia
2009 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2009 World Rowing Cup,International Rowing Federation,2009-01-01,2009-07-10,Switzerland
