col0,col1,col2,col3
Plan van de citadel en forten van Antwerpen,lithograph,Plan of the Citadel and Forts of Antwerp and the Dutch Works,1832-01-01
Zicht op oude gildehuizen van Antwerpen met de toren van de kathedraal vanachter,lithograph,Ancient guilds' houses at Antwerp,1840-01-01
De Trouwzaal in het Stadhuis van Antwerpen,lithograph,The marriage hall at the town of Antwerp.,1853-01-01
"Pronkschouw in het Stadhuis, Antwerpen",lithograph,Chimney-piece in the Town Hall Antwerp.,1853-01-01
"Het Stadhuis, Antwerpen",lithograph,Town Hall Antwerp.,1840-01-01
Kapel in de kathedraal van Antwerpen,lithograph,Chapel in Antwerp Cathedral.,1850-01-01
"De kathedraal van Antwerpen, van binnen",lithograph,Antwerp Cathedral.,1850-01-01
"Biechtstoel in de Sint-Pauluskerk, Antwerpen",lithograph,"Confessional in St. Paul's Church, Antwerp.",1850-01-01
Het zuidelijke portaal van de kathedraal van Antwerpen,lithograph,South porch of Antwerp cathedral.,1850-01-01
"De vismarkt, Antwerpen",lithograph,Fish Market Antwerp,1839-01-01
"De Eiermarkt, Antwerpen, met de toren van de kathedraal vanachter",lithograph,Antwerp,1833-01-01
De oude Beurs,lithograph,"Ancient Bourse, Antwerp",1824-01-01
