col0,col1,col2,col3,col4,col5,col6
Texas,America/Chicago,Chihuahua,flag of Texas,Portal:Texas,Constitution of Texas,Permanent University Fund
Georgia,Eastern Time Zone,Alabama,flag of Georgia,Portal:Georgia (U.S. state),Constitution of Georgia,State of Georgia Building
Texas,UTC−06:00,Chihuahua,flag of Texas,Portal:Texas,Constitution of Texas,Landmark Inn State Historic Site
Indiana,UTC−06:00,Ohio,flag of Indiana,Portal:Indiana,Constitution of Indiana,Indiana State Museum
Texas,UTC−06:00,Chihuahua,flag of Texas,Portal:Texas,Constitution of Texas,Permanent University Fund
Georgia,Eastern Time Zone,Alabama,flag of Georgia,Portal:Georgia (U.S. state),Constitution of Georgia,Georgia World Congress Center
Indiana,UTC−06:00,Ohio,flag of Indiana,Portal:Indiana,Constitution of Indiana,Soldiers' and Sailors' Monument
Georgia,Eastern Time Zone,Alabama,flag of Georgia,Portal:Georgia (U.S. state),Constitution of Georgia,Georgia Dome
Indiana,UTC−06:00,Ohio,flag of Indiana,Portal:Indiana,Constitution of Indiana,Lucas Oil Stadium
California,America/Los_Angeles,Arizona,flag of California,Portal:California,Constitution of California,KMAI-LP
