col0,col1,col2,col3,col4
is verso of,Wikidata property related to art,single value constraint,Landscape with Disc,recto
is recto of,Wikidata property related to art,value type constraint,Self-portrait,recto
season,Wikidata property for items about works,allowed qualifiers constraint,Asylum of the Daleks,television series season
is verso of,Wikidata property for items about works,single value constraint,Landscape with Disc,recto
is recto of,Wikidata property for items about works,value type constraint,Self-portrait,recto
modified version of,Wikidata property for items about works,type constraint,Boléro,arrangement
choral conductor,Wikidata property for items about works,type constraint,Benvenuto Cellini,choir director
season,Wikidata property for items about works,type constraint,A Boy in a Tree,podcast series season
copyright license,Wikidata property related to copyright,type constraint,Inkscape,license
performer,Wikidata property for items about fictional characters,type constraint,Rent,music artist
copyright license,Wikidata property to describe media items,type constraint,Inkscape,license
