col0,col1,col2,col3,col4,col5,col6
Interlaken,5592,Switzerland,Interlaken-Oberhasli administrative district,Interlaken-Oberhasli administrative district,Matten bei Interlaken,Swiss Heritage Site
Zug,30205,Switzerland,Canton of Zug,Canton of Zug,Unterägeri,Swiss Heritage Site
Weinfelden,11534,Switzerland,Weinfelden District,Weinfelden District,Bürglen,Swiss Heritage Site
Meilen,13999,Switzerland,Meilen District,Meilen District,Oberrieden,Swiss Heritage Site
Interlaken,5592,Switzerland,Interlaken-Oberhasli administrative district,Interlaken-Oberhasli administrative district,Bönigen,Swiss Heritage Site
Schwyz,15000,Switzerland,Canton of Schwyz,Canton of Schwyz,Illgau,Swiss Heritage Site
Interlaken,5592,Switzerland,Interlaken-Oberhasli administrative district,Interlaken-Oberhasli administrative district,Därligen,Swiss Heritage Site
Frauenfeld,25442,Switzerland,Thurgau,Thurgau,Matzingen,Swiss Heritage Site
Weinfelden,11534,Switzerland,Weinfelden District,Weinfelden District,Märstetten,Swiss Heritage Site
Meilen,13999,Switzerland,Meilen District,Meilen District,Egg,Swiss Heritage Site
Frauenfeld,25442,Switzerland,Thurgau,Thurgau,Felben-Wellhausen,Swiss Heritage Site
Zug,30205,Switzerland,Canton of Zug,Canton of Zug,Baar,Swiss Heritage Site
Vevey,19827,Switzerland,Riviera-Pays-d'Enhaut District,Riviera-Pays-d'Enhaut District,Corsier-sur-Vevey,Swiss Heritage Site
Zug,30205,Switzerland,Canton of Zug,Canton of Zug,Meierskappel,Swiss Heritage Site
