col0,col1,col2,col3,col4
Westlink M7 Cities Marathon,2006-01-01,Australia,athletics,marathon
Kazbegi Marathon,2010-01-01,Georgia,athletics,marathon
Limassol marathon,2006-01-01,Republic of Cyprus,athletics,marathon
Skopje Marathon,1997-01-01,North Macedonia,athletics,marathon
Three Hearts Marathon,1981-01-01,Slovenia,athletics,marathon
Valmiera Marathon,1983-01-01,Latvia,athletics,marathon
Reykjavík Marathon,1984-01-01,Iceland,athletics,marathon
Hangzhou International Marathon,1987-01-01,People's Republic of China,athletics,marathon
Snowdonia Marathon,1982-01-01,United Kingdom,athletics,marathon
Nottingham Marathon,1981-01-01,United Kingdom,athletics,marathon
Milton Keynes Marathon,2012-01-01,United Kingdom,athletics,marathon
Meadows Marathon,2007-01-01,United Kingdom,athletics,marathon
Loch Ness Marathon,2002-01-01,United Kingdom,athletics,marathon
