col0,col1,col2,col3,col4,col5,col6
Temple of Clitumnus,National Library of Wales,Temple of Clitumnus,landscape art,Richard Wilson,1761-01-01,Temple of Clitumnus
Dorothy Trevor of Trevallyn,National Library of Wales,Dorothy Trevor,portrait,John Souch,1600-01-01,Dorothy Trevor of Trevallyn
"Henri II, King of France",National Library of Wales,Henry II of France,portrait,François Clouet,1590-01-01,"Henri II, King of France"
Edward Proger of Gwerndee,National Library of Wales,Edward Proger,portrait,Peter Lely,1680-01-01,Edward Proger of Gwerndee (1621-1713)
Diana and her hound,National Library of Wales,Diana,portrait,Angelica Kauffman,1720-01-01,Diana and her hound
John Loveden,National Library of Wales Framed works of art collection,man,portrait,Godfrey Kneller,1720-01-01,John Loveden
Edward Loveden,National Library of Wales Framed works of art collection,man,portrait,Godfrey Kneller,1680-01-01,Edward Loveden
John Loveden,National Library of Wales,man,portrait,Godfrey Kneller,1720-01-01,John Loveden
Edward Loveden,National Library of Wales,man,portrait,Godfrey Kneller,1680-01-01,Edward Loveden
Mother of John Parry Jones,National Library of Wales,woman,portrait,Evan Williams,1870-01-01,Mother of John Parry Jones
Landscape and river,National Library of Wales,landscape,landscape art,Richard Wilson,1770-01-01,Landscape and river
Lady Pryse,National Library of Wales,woman,portrait,Joshua Reynolds,1760-01-01,Lady Pryse
Katherine Manners,National Library of Wales,"Katherine Villiers, Duchess of Buckingham",portrait,Anthony van Dyck,1633-01-01,Katherine Manners
Pryse Loveden 1815-1855,National Library of Wales,Pryse Loveden,portrait,Charles Goldsborough Anderson,1890-01-01,Pryse Loveden 1815-1855 (copy)
Portrait of a girl,National Library of Wales,girl,portrait,William Grimaldi,1700-01-01,Portrait of a girl
