col0,col1,col2,col3
MSC Domitille,110699,container ship,MSC Shipmanagement
MSC Madrid,74375,container ship,CPO Containerschiffreederei
Talassa,68228,container ship,Peter Döhle Schiffahrts-KG
Malleco,81002,container ship,Peter Döhle Schiffahrts-KG
Santa Bettina,39277,container ship,CPO Containerschiffreederei
MSC Branka,110000,container ship,MSC Shipmanagement
MSC Sasha,109520,container ship,MSC Shipmanagement
APL Southampton,131358,container ship,CMA CGM
Cape Manila,41411,container ship,Columbia Shipmanagement Ltd.
MSC Vidhi,67796,container ship,MSC Shipmanagement
CMA CGM Samson,101383,container ship,CMA CGM
MSC Rochelle,63645,container ship,MSC Shipmanagement
