col0,col1,col2,col3,col4,col5
Fun and Fancy Free,1947-09-27,United States of America,color,Marc Davis,Billy Gilbert
The Three Caballeros,1944-12-21,United States of America,color,Milt Kahl,"Joaquin Garay, III"
Fun and Fancy Free,1947-09-27,United States of America,color,John Sibley,Walt Disney
The New Gulliver,1935-01-01,Soviet Union,black-and-white,Fyodor Krasny,T. Chaduk
Wildebeest,2017-01-01,Belgium,color,Nicolas Keppens,Sam Louwyck
Blame It on the Samba,1948-01-01,United States of America,color,Les Clark,Pinto Colvig
Fun and Fancy Free,1947-09-27,United States of America,color,Marc Davis,The Dinning Sisters
Song of the South,1946-11-01,United States of America,color,Ollie Johnston,Johnny Lee
Fun and Fancy Free,1947-09-27,United States of America,color,Jack Boyd,Jimmy MacDonald
Song of the South,1946-11-01,United States of America,color,Ollie Johnston,James Baskett
The Three Caballeros,1944-12-21,United States of America,color,Don Patterson,Aloísio de Oliveira
Saludos Amigos,1942-08-24,United States of America,color,Milt Neil,Aloísio de Oliveira
The Three Caballeros,1944-12-21,United States of America,color,Marvin Woodward,Aloísio de Oliveira
Saludos Amigos,1942-08-24,United States of America,color,Joshua Meador,Aloísio de Oliveira
