col0,col1,col2,col3
Tunnel Maurice-Lemaire,Route nationale 159,1976-02-07,Vosges Mountains
Kennedytunnel,R1 road,1969-01-01,Scheldt
Gotthard Road Tunnel,A2 motorway,1980-01-01,Gotthard Pass
tunnel de la Croix-Rousse,Route nationale 6,1952-04-19,La Croix-Rousse
Limfjordstunnelen,Nordjyske Motorvej,1969-05-06,Limfjord
Holland Tunnel,Interstate 78,1927-11-13,Hudson River
Pfänder tunnel,Rheintal/Walgau Autobahn,2013-07-03,Bregenz
Weser Tunnel,Bundesstraße 437,2004-01-20,Weser
Elbe Tunnel,Bundesautobahn 7,1975-01-10,Elbe
Mont Blanc Tunnel,European route E25,1965-07-19,Alps
Vollås Tunnel,European route E134,2020-01-01,Vollåsen
Svartås Tunnel,European route E134,2020-01-01,Svartås
