col0,col1,col2,col3,col4,col5,col6
NGC 392,William Herschel,156509,4678,lenticular galaxy,1784-09-12,12.71
NGC 1316,James Dunlop,0.005871,1788,lenticular galaxy,1826-09-02,8.53
Centaurus A,James Dunlop,0.0008,552,lenticular galaxy,1826-04-29,6.84
NGC 4435,William Herschel,0.002577,803,lenticular galaxy,1784-04-08,10.8
NGC 160,William Herschel,0.017522,5270,lenticular galaxy,1785-12-05,9.352
NGC 7500,Lewis A. Swift,0.035435,10620,lenticular galaxy,1886-08-08,13.6
NGC 3857,Édouard Stephan,0.02093,6209,lenticular galaxy,1884-03-23,14.1
NGC 524,William Herschel,0.008106,2423,lenticular galaxy,1786-09-04,10.4
NGC 4377,William Herschel,0.004573,1359,lenticular galaxy,1784-02-19,8.829
NGC 59,Ormond Stone,0.001224,362,lenticular galaxy,1886-01-01,12.59
